date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:08:35	108815/108815	---M--	200	added ('OK')	image/png	etag:%221a90f-5f9c42cea1d80%22	https://www.onetouchhealth.net/app/uploads/2023/04/testimonial-1-236x300.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/testimonial-1-236x300.png	(from https://www.onetouchhealth.net/)
00:08:36	29755/29755	---M--	200	added ('OK')	image/jpeg	etag:%22743b-5f9c5d2333c80%22	https://www.onetouchhealth.net/app/uploads/2023/04/herefordshire_council.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/herefordshire_council.jpg	(from https://www.onetouchhealth.net/)
00:08:36	100260/100260	---M--	200	added ('OK')	image/jpeg	etag:%22187a4-5f9c6144d3bc0%22	https://www.onetouchhealth.net/app/uploads/2023/04/durham-council-1.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/durham-council-1.jpg	(from https://www.onetouchhealth.net/)
00:08:36	10503/10503	---M--	200	added ('OK')	image/png	etag:%222907-5f9c5d223fa40%22	https://www.onetouchhealth.net/app/uploads/2023/04/lbbdlogo-1-300x150.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/lbbdlogo-1-300x150.png	(from https://www.onetouchhealth.net/)
00:08:37	133052/133052	---M--	200	added ('OK')	image/jpeg	etag:%22207bc-5f9c5d214b800%22	https://www.onetouchhealth.net/app/uploads/2023/04/worcetsershire_county_council_logo.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/worcetsershire_county_council_logo.jpg	(from https://www.onetouchhealth.net/)
00:08:37	7302/7302	---M--	200	added ('OK')	image/jpeg	etag:%221c86-60a45afe4ccb5%22	https://www.onetouchhealth.net/app/uploads/2023/11/bluebirdcare-logo-300x300.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/11/bluebirdcare-logo-300x300.jpg	(from https://www.onetouchhealth.net/)
00:08:37	13420/13420	---M--	200	added ('OK')	image/jpeg	etag:%22346c-60a45af44717f%22	https://www.onetouchhealth.net/app/uploads/2023/11/crossroadscare-logo-300x240.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/11/crossroadscare-logo-300x240.jpg	(from https://www.onetouchhealth.net/)
00:08:38	6998/6998	---M--	200	added ('OK')	image/jpeg	etag:%221b56-60a45af35e2e5%22	https://www.onetouchhealth.net/app/uploads/2023/11/agincare-logo-300x140.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/11/agincare-logo-300x140.jpg	(from https://www.onetouchhealth.net/)
00:08:38	17300/17300	---M--	200	added ('OK')	image/png	etag:%224394-60a474cfaf88b%22	https://www.onetouchhealth.net/app/uploads/2023/05/communicare-logo.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/05/communicare-logo.png	(from https://www.onetouchhealth.net/)
00:08:39	25102/25102	---M--	200	added ('OK')	image/png	etag:%22620e-60a474d30ed30%22	https://www.onetouchhealth.net/app/uploads/2023/05/HSE-logo-300x174.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/05/HSE-logo-300x174.png	(from https://www.onetouchhealth.net/)
00:08:39	8643/8643	---M--	200	added ('OK')	image/png	etag:%2221c3-60a474d4c83c3%22	https://www.onetouchhealth.net/app/uploads/2023/05/irish-homecare-logo-300x85.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/05/irish-homecare-logo-300x85.png	(from https://www.onetouchhealth.net/)
00:08:40	16522/16522	---M--	200	added ('OK')	image/jpeg	etag:%22408a-60fb1cb2716bd%22	https://www.onetouchhealth.net/app/uploads/2024/01/Cyber-Essentials-300x300.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/Cyber-Essentials-300x300.jpg	(from https://www.onetouchhealth.net/)
00:08:40	5499/5499	---M--	200	added ('OK')	image/png	etag:%22157b-60fb1cb45511c%22	https://www.onetouchhealth.net/app/uploads/2024/01/ISO27001.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/ISO27001.png	(from https://www.onetouchhealth.net/)
00:08:40	5260/5260	---M--	200	added ('OK')	image/png	etag:%22148c-60fb1cb389f13%22	https://www.onetouchhealth.net/app/uploads/2024/01/ISO-9001.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/ISO-9001.png	(from https://www.onetouchhealth.net/)
00:08:41	17924/17924	---M--	200	added ('OK')	image/png	etag:%224604-60fb2fb836d12%22	https://www.onetouchhealth.net/app/uploads/2024/01/DSCR-300x225.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/DSCR-300x225.png	(from https://www.onetouchhealth.net/)
00:08:41	3651/3651	---M--	200	added ('OK')	image/png	etag:%22e43-60fb32c484f36%22	https://www.onetouchhealth.net/app/uploads/2024/01/nhs-assured-supplier.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/nhs-assured-supplier.png	(from https://www.onetouchhealth.net/)
00:08:42	13370/13370	---M--	200	added ('OK')	image/jpeg	etag:%22343a-60fb1d1baabd5%22	https://www.onetouchhealth.net/app/uploads/2024/01/png-6-300x157.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/png-6-300x157.jpg	(from https://www.onetouchhealth.net/)
00:08:42	13437/13437	---M--	200	added ('OK')	image/png	etag:%22347d-60fb1d53a4fb1%22	https://www.onetouchhealth.net/app/uploads/2024/01/png-7-300x175.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/png-7-300x175.png	(from https://www.onetouchhealth.net/)
00:08:43	10898/10898	---M--	200	added ('OK')	image/jpeg	etag:%222a92-61053f6b7eb46%22	https://www.onetouchhealth.net/app/uploads/2024/01/building-better-healthcare-award-winners-e1706802667182.jpeg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/building-better-healthcare-award-winners-e1706802667182.jpg	(from https://www.onetouchhealth.net/)
00:08:43	6631/6631	---M--	200	added ('OK')	image/png	etag:%2219e7-615325980cf9f%22	https://www.onetouchhealth.net/app/uploads/2024/04/PRSB-Quality-Partner-Logo-300x300.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/04/PRSB-Quality-Partner-Logo-300x300.png	(from https://www.onetouchhealth.net/)
00:08:45	90912/90912	---MCZ	200	added ('OK')	text/html	etag:%22eed5dd13a5c4a6d1ac3c28d5113613a0%22	https://www.onetouchhealth.net/resources	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/resources.html	(from https://www.onetouchhealth.net/)
00:08:46	109725/109725	---MCZ	200	added ('OK')	text/html	etag:%22d1a53eacfe61580f8aa0c5f37ca8abc5%22	https://www.onetouchhealth.net/cookie-policy	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/cookie-policy.html	(from https://www.onetouchhealth.net/)
00:08:46	116808/116808	---M-Z	200	added ('OK')	text/html	etag:%224d42-621fa9603306e%22	https://www.onetouchhealth.net/privacy-policy-web	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/privacy-policy-web.html	(from https://www.onetouchhealth.net/)
00:08:46	4176/4176	---M-Z	200	added ('OK')	image/svg+xml	etag:%221050-5fadf912ee6b9-gzip%22	https://www.onetouchhealth.net/app/themes/soap/dist/images/Soap-Media-Logo.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/themes/soap/dist/images/Soap-Media-Logo.svg	(from https://www.onetouchhealth.net/)
00:08:49	2911/2911	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Sep%202024%2006:40:18%20GMT	https://js-eu1.hs-scripts.com/25183355.js?integration=WordPress&ver=10.2.13	E:/New%20folder/HomeCareManagement/js-eu1.hs-scripts.com/25183355dfef.js	(from https://www.onetouchhealth.net/)
00:08:49	71085/71085	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115ad-605de70b43200-gzip%22	https://www.onetouchhealth.net/wp/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp/wp-includes/js/dist/vendor/lodash.minf492.js	(from https://www.onetouchhealth.net/)
00:08:50	306676/306676	---MCZ	200	added ('OK')	application/x-javascript	etag:%224adf4-611b91daa6e4f-gzip%22	https://www.onetouchhealth.net/app/themes/soap/dist/js/bundle.833f2f97f4f4893f7b73.js?ver=6.4.3	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/themes/soap/dist/js/bundle.833f2f97f4f4893f7b7384fc.js	(from https://www.onetouchhealth.net/)
00:08:52	904/904	---MC-	200	added ('OK')	text/javascript	date:Fri,%2013%20Sep%202024%2007:08:50%20GMT	https://www.google.com/recaptcha/api.js?render=6LfsF20pAAAAAOPm7bjy2rX8rn5ZxecdA3dZU99p&ver=1.3.0	E:/New%20folder/HomeCareManagement/www.google.com/recaptcha/api0569.js	(from https://www.onetouchhealth.net/)
00:08:53	54295/54295	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:08:51%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/19	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/19.json	(from https://www.onetouchhealth.net/solution)
00:08:54	2511/2511	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:08:52%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fsolution	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embedddf6.json	(from https://www.onetouchhealth.net/solution)
00:08:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:08:52%20GMT	https://www.onetouchhealth.net/?p=19	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/index5831.html	(from https://www.onetouchhealth.net/solution)
00:08:56	3072/3072	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:08:53%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fsolution&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed0474	(from https://www.onetouchhealth.net/solution)
00:08:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:08:55%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/solution)
00:08:58	150395/150395	---M--	200	added ('OK')	image/jpeg	etag:%2224b7b-6102c1c1962dd%22	https://www.onetouchhealth.net/app/uploads/2024/01/Beige-Simple-Woman-Facebook-Profile-Picture-3200-x-864-px-8.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/Beige-Simple-Woman-Facebook-Profile-Picture-3200-x-864-px-8.jpg	(from https://www.onetouchhealth.net/solution)
00:08:58	52803/52803	---M--	200	added ('OK')	image/jpeg	etag:%22ce43-6102a27745d15%22	https://www.onetouchhealth.net/app/uploads/2024/01/1-2-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/1-2-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:08:58	52086/52086	---M--	200	added ('OK')	image/jpeg	etag:%22cb76-6102a101b36c7%22	https://www.onetouchhealth.net/app/uploads/2024/01/2-2-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/2-2-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:08:59	50894/50894	---M--	200	added ('OK')	image/jpeg	etag:%22c6ce-6102a10466597%22	https://www.onetouchhealth.net/app/uploads/2024/01/3-1-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/3-1-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:08:59	39429/39429	---M--	200	added ('OK')	image/jpeg	etag:%229a05-6102a27a204b7%22	https://www.onetouchhealth.net/app/uploads/2024/01/4-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/4-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:08:59	54776/54776	---M--	200	added ('OK')	image/jpeg	etag:%22d5f8-6102a27cbb0ce%22	https://www.onetouchhealth.net/app/uploads/2024/01/5-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/5-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:00	56794/56794	---M--	200	added ('OK')	image/jpeg	etag:%22ddda-6102a27f70a96%22	https://www.onetouchhealth.net/app/uploads/2024/01/6-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/6-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:00	48778/48778	---M--	200	added ('OK')	image/jpeg	etag:%22be8a-6102a5f56b996%22	https://www.onetouchhealth.net/app/uploads/2024/01/7-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/7-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:01	54259/54259	---M--	200	added ('OK')	image/jpeg	etag:%22d3f3-6102a5f84ce98%22	https://www.onetouchhealth.net/app/uploads/2024/01/8-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/8-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:01	42990/42990	---M--	200	added ('OK')	image/jpeg	etag:%22a7ee-6102a5fafc2d0%22	https://www.onetouchhealth.net/app/uploads/2024/01/9-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/9-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:01	52685/52685	---M--	200	added ('OK')	image/jpeg	etag:%22cdcd-6102a5fd995f8%22	https://www.onetouchhealth.net/app/uploads/2024/01/10-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/10-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:02	58171/58171	---M--	200	added ('OK')	image/jpeg	etag:%22e33b-6102a6005a759%22	https://www.onetouchhealth.net/app/uploads/2024/01/11-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/11-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:02	56743/56743	---M--	200	added ('OK')	image/jpeg	etag:%22dda7-6102a603287c2%22	https://www.onetouchhealth.net/app/uploads/2024/01/12-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/12-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:03	59401/59401	---M--	200	added ('OK')	image/jpeg	etag:%22e809-6102a605e23f3%22	https://www.onetouchhealth.net/app/uploads/2024/01/13-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/13-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:04	48412/48412	---M--	200	added ('OK')	image/jpeg	etag:%22bd1c-6102a6088935b%22	https://www.onetouchhealth.net/app/uploads/2024/01/14-1024x1024.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/14-1024x1024.jpg	(from https://www.onetouchhealth.net/solution)
00:09:05	39592/39592	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:03%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/27	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/27.json	(from https://www.onetouchhealth.net/solutions-2)
00:09:06	2350/2350	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:04%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fsolutions-2	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed16b9.json	(from https://www.onetouchhealth.net/solutions-2)
00:09:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:04%20GMT	https://www.onetouchhealth.net/?p=27	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/index1c4a.html	(from https://www.onetouchhealth.net/solutions-2)
00:09:07	2873/2873	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:09:05%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fsolutions-2&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed39c7	(from https://www.onetouchhealth.net/solutions-2)
00:09:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:07%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/solutions-2)
00:09:09	2058/2058	---M--	200	added ('OK')	image/png	etag:%2280a-610f2e0dda30c%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Roster-Icon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Roster-Icon.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:09	1616/1616	---M--	200	added ('OK')	image/png	etag:%22650-610f2e0f666f6%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Care-Icon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Care-Icon.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:10	1874/1874	---M--	200	added ('OK')	image/png	etag:%22752-610f2e0fc79ab%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Audits-Icon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Audits-Icon.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:10	1438/1438	---M--	200	added ('OK')	image/png	etag:%2259e-610f2e0e3ec70%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Invoicing-Icon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Invoicing-Icon.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:11	1474/1474	---M--	200	added ('OK')	image/png	etag:%225c2-610f2e0ea2e05%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-HR-Icon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-HR-Icon.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:11	1356/1356	---M--	200	added ('OK')	image/png	etag:%2254c-610f2e0f02d31%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Compliance.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Compliance.png	(from https://www.onetouchhealth.net/solutions-2)
00:09:13	41344/41344	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:11%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/31	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/31.json	(from https://www.onetouchhealth.net/client)
00:09:14	2342/2342	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:12%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fclient	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embedb85b.json	(from https://www.onetouchhealth.net/client)
00:09:15	2836/2836	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:09:14%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fclient&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed2735	(from https://www.onetouchhealth.net/client)
00:09:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:14%20GMT	https://www.onetouchhealth.net/?p=31	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/indexc7e3.html	(from https://www.onetouchhealth.net/client)
00:09:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:15%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/client)
00:09:18	738713/738713	---M--	200	added ('OK')	image/png	etag:%22b4599-5f9d5c4d1fe40%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Carers-Banner@2x-1.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Carers-Banner@2x-1.png	(from https://www.onetouchhealth.net/client)
00:09:19	40279/40279	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:17%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/29	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/29.json	(from https://www.onetouchhealth.net/family-app)
00:09:20	2371/2371	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:18%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Ffamily-app	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embedba38.json	(from https://www.onetouchhealth.net/family-app)
00:09:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:18%20GMT	https://www.onetouchhealth.net/?p=29	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/index9cd7.html	(from https://www.onetouchhealth.net/family-app)
00:09:21	2894/2894	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:09:19%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Ffamily-app&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed94cc	(from https://www.onetouchhealth.net/family-app)
00:09:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:20%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/family-app)
00:09:24	39119/39119	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:22%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/194	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/194.json	(from https://www.onetouchhealth.net/carers)
00:09:25	2342/2342	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:23%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fcarers	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed0d61.json	(from https://www.onetouchhealth.net/carers)
00:09:26	2865/2865	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:09:25%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fcarers&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embedf41b	(from https://www.onetouchhealth.net/carers)
00:09:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:25%20GMT	https://www.onetouchhealth.net/?p=194	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/indexc8fa.html	(from https://www.onetouchhealth.net/carers)
00:09:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:26%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/carers)
00:09:29	29187/29187	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:27%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/682	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/682.json	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:32	2554/2554	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:09:29%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fback-office-solutions	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed8a1e.json	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:34	3115/3115	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:09:31%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2Fback-office-solutions&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed4939	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:31%20GMT	https://www.onetouchhealth.net/?p=682	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/index31fc.html	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:09:33%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:39	128044/128044	---M--	200	added ('OK')	image/jpeg	etag:%221f42c-5fb66719e2468%22	https://www.onetouchhealth.net/app/uploads/2023/05/OT-About-Us-Banner@2x.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/05/OT-About-Us-Banner@2x.jpg	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:45	22032/22032	---M--	200	added ('OK')	image/png	etag:%225610-610f2e5abd081%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Power-of-One-300x300.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Power-of-One-300x300.png	(from https://www.onetouchhealth.net/back-office-solutions)
00:09:58	95565/95565	---M--	200	added ('OK')	image/png	etag:%221754d-5fab2c8f25280%22	https://www.onetouchhealth.net/app/uploads/2023/05/Bitmap.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/05/Bitmap.png	(from https://www.onetouchhealth.net/back-office-solutions)
00:10:07	16957/16957	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Sep%202024%2007:10:03%20GMT	https://www.onetouchhealth.net/wp-json/wp/v2/pages/1654	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/wp/v2/pages/1654.json	(from https://www.onetouchhealth.net/governance)
